"Organism","Infection_origin","Antibiotic","Susceptible(N)","Non-susceptible(N)","Total(N)","Non-susceptible(%)","lower95CI(%)*","upper95CI(%)*"
"Escherichia coli","Community","Ceftriaxone",0,0,0,NA,"NA","NA"
"Escherichia coli","Community","Cefotaxime",109,42,151,28,"21","35"
"Escherichia coli","Community","Ceftazidime",112,39,151,26,"20","33"
"Escherichia coli","Community","Cefepime",0,0,0,NA,"NA","NA"
"Escherichia coli","Community","CARBAPENEMS",150,1,151,1,"0","4"
"Escherichia coli","Community","Imipenem",115,0,115,0,"0","3"
"Escherichia coli","Community","Meropenem",151,0,151,0,"0","2"
"Escherichia coli","Community","Ertapenem",150,1,151,1,"0","4"
"Escherichia coli","Community","Doripenem",0,0,0,NA,"NA","NA"
"Escherichia coli","Community","Colistin",0,0,0,NA,"NA","NA"
"Klebsiella pneumoniae","Community","Gentamicin",31,4,35,11,"5","26"
"Klebsiella pneumoniae","Community","Amikacin",34,1,35,3,"1","15"
"Klebsiella pneumoniae","Community","Co-trimoxazole",25,10,35,29,"16","45"
"Klebsiella pneumoniae","Community","FLUOROQUINOLONES",22,13,35,37,"23","54"
"Klebsiella pneumoniae","Community","Ciprofloxacin",22,13,35,37,"23","54"
"Klebsiella pneumoniae","Community","Levofloxacin",0,0,0,NA,"NA","NA"
"Klebsiella pneumoniae","Community","3GC",25,10,35,29,"16","45"
"Klebsiella pneumoniae","Community","Cefpodoxime",0,0,0,NA,"NA","NA"
"Klebsiella pneumoniae","Community","Ceftriaxone",0,0,0,NA,"NA","NA"
"Klebsiella pneumoniae","Community","Cefotaxime",25,10,35,29,"16","45"
"Klebsiella pneumoniae","Community","Ceftazidime",26,9,35,26,"14","42"
"Klebsiella pneumoniae","Community","Cefepime",0,0,0,NA,"NA","NA"
"Klebsiella pneumoniae","Community","CARBAPENEMS",35,0,35,0,"0","10"
"Klebsiella pneumoniae","Community","Imipenem",25,0,25,0,"0","13"
"Klebsiella pneumoniae","Community","Meropenem",35,0,35,0,"0","10"
"Klebsiella pneumoniae","Community","Ertapenem",35,0,35,0,"0","10"
"Klebsiella pneumoniae","Community","Doripenem",0,0,0,NA,"NA","NA"
"Klebsiella pneumoniae","Community","Colistin",0,0,0,NA,"NA","NA"
"Pseudomonas aeruginosa","Community","Ceftazidime",5,0,5,0,"0","43"
"Pseudomonas aeruginosa","Community","Ciprofloxacin",5,0,5,0,"0","43"
"Pseudomonas aeruginosa","Community","Piperacillin/tazobactam",0,0,0,NA,"NA","NA"
"Pseudomonas aeruginosa","Community","AMINOGLYCOSIDES",5,0,5,0,"0","43"
"Pseudomonas aeruginosa","Community","Gentamicin",5,0,5,0,"0","43"
"Pseudomonas aeruginosa","Community","Amikacin",5,0,5,0,"0","43"
"Pseudomonas aeruginosa","Community","CARBAPENEMS",4,1,5,20,"4","62"
"Pseudomonas aeruginosa","Community","Imipenem",4,1,5,20,"4","62"
"Pseudomonas aeruginosa","Community","Meropenem",4,1,5,20,"4","62"
"Pseudomonas aeruginosa","Community","Doripenem",0,0,0,NA,"NA","NA"
"Pseudomonas aeruginosa","Community","Colistin",0,0,0,NA,"NA","NA"
"Acinetobacter spp.","Community","Tigecycline",0,0,0,NA,"NA","NA"
"Acinetobacter spp.","Community","Minocycline",0,0,0,NA,"NA","NA"
"Acinetobacter spp.","Community","AMINOGLYCOSIDES",18,2,20,10,"3","30"
"Acinetobacter spp.","Community","Gentamicin",18,2,20,10,"3","30"
"Acinetobacter spp.","Community","Amikacin",19,1,20,5,"1","24"
"Acinetobacter spp.","Community","CARBAPENEMS",18,2,20,10,"3","30"
"Acinetobacter spp.","Community","Imipenem",16,1,17,6,"1","27"
"Acinetobacter spp.","Community","Meropenem",18,2,20,10,"3","30"
"Acinetobacter spp.","Community","Doripenem",0,0,0,NA,"NA","NA"
"Acinetobacter spp.","Community","Colistin",0,0,0,NA,"NA","NA"
"Staphylococcus aureus","Hospital","Methicillin",8,1,9,11,"2","43"
"Staphylococcus aureus","Hospital","Vancomycin",1,0,1,0,"0","79"
"Staphylococcus aureus","Hospital","Clindamycin",8,1,9,11,"2","43"
"Enterococcus spp.","Hospital","Ampicillin",6,1,7,14,"3","51"
"Enterococcus spp.","Hospital","Vancomycin",7,0,7,0,"0","35"
"Enterococcus spp.","Hospital","Teicoplanin",0,0,0,NA,"NA","NA"
"Enterococcus spp.","Hospital","Linezolid",0,0,0,NA,"NA","NA"
"Enterococcus spp.","Hospital","Daptomycin",0,0,0,NA,"NA","NA"
"Streptococcus pneumoniae","Hospital","Penicillin G",1,0,1,0,"0","79"
"Streptococcus pneumoniae","Hospital","Oxacillin",0,0,0,NA,"NA","NA"
"Streptococcus pneumoniae","Hospital","Co-trimoxazole",0,0,0,NA,"NA","NA"
"Streptococcus pneumoniae","Hospital","3GC",0,0,0,NA,"NA","NA"
"Streptococcus pneumoniae","Hospital","Ceftriaxone",0,0,0,NA,"NA","NA"
"Streptococcus pneumoniae","Hospital","Cefotaxime",0,0,0,NA,"NA","NA"
"Streptococcus pneumoniae","Hospital","Erythromycin",0,1,1,100,"21","100"
"Streptococcus pneumoniae","Hospital","Clindamycin",1,0,1,0,"0","79"
"Streptococcus pneumoniae","Hospital","Levofloxacin",0,0,0,NA,"NA","NA"
"Salmonella spp.","Hospital","FLUOROQUINOLONES",0,0,0,NA,"NA","NA"
"Salmonella spp.","Hospital","Ciprofloxacin",0,0,0,NA,"NA","NA"
"Salmonella spp.","Hospital","Levofloxacin",0,0,0,NA,"NA","NA"
"Salmonella spp.","Hospital","3GC",0,0,0,NA,"NA","NA"
"Salmonella spp.","Hospital","Ceftriaxone",0,0,0,NA,"NA","NA"
"Salmonella spp.","Hospital","Cefotaxime",0,0,0,NA,"NA","NA"
"Salmonella spp.","Hospital","Ceftazidime",0,0,0,NA,"NA","NA"
"Salmonella spp.","Hospital","CARBAPENEMS",0,0,0,NA,"NA","NA"
"Salmonella spp.","Hospital","Imipenem",0,0,0,NA,"NA","NA"
"Salmonella spp.","Hospital","Meropenem",0,0,0,NA,"NA","NA"
"Salmonella spp.","Hospital","Ertapenem",0,0,0,NA,"NA","NA"
"Salmonella spp.","Hospital","Doripenem",0,0,0,NA,"NA","NA"
"Escherichia coli","Hospital","Gentamicin",8,5,13,38,"18","64"
"Escherichia coli","Hospital","Amikacin",13,0,13,0,"0","23"
"Escherichia coli","Hospital","Co-trimoxazole",5,8,13,62,"36","82"
"Escherichia coli","Hospital","Ampicillin",0,0,0,NA,"NA","NA"
"Escherichia coli","Hospital","FLUOROQUINOLONES",3,10,13,77,"50","92"
"Escherichia coli","Hospital","Ciprofloxacin",3,10,13,77,"50","92"
"Escherichia coli","Hospital","Levofloxacin",0,0,0,NA,"NA","NA"
"Escherichia coli","Hospital","3GC",4,9,13,69,"42","87"
"Escherichia coli","Hospital","Cefpodoxime",0,0,0,NA,"NA","NA"
"Escherichia coli","Hospital","Ceftriaxone",0,0,0,NA,"NA","NA"
"Escherichia coli","Hospital","Cefotaxime",4,9,13,69,"42","87"
"Escherichia coli","Hospital","Ceftazidime",4,9,13,69,"42","87"
"Escherichia coli","Hospital","Cefepime",0,0,0,NA,"NA","NA"
"Escherichia coli","Hospital","CARBAPENEMS",12,1,13,8,"1","33"
"Escherichia coli","Hospital","Imipenem",9,1,10,10,"2","40"
"Escherichia coli","Hospital","Meropenem",12,1,13,8,"1","33"
"Escherichia coli","Hospital","Ertapenem",12,1,13,8,"1","33"
"Escherichia coli","Hospital","Doripenem",0,0,0,NA,"NA","NA"
"Escherichia coli","Hospital","Colistin",0,0,0,NA,"NA","NA"
"Klebsiella pneumoniae","Hospital","Gentamicin",7,1,8,12,"2","47"
"Klebsiella pneumoniae","Hospital","Amikacin",8,0,8,0,"0","32"
"Klebsiella pneumoniae","Hospital","Co-trimoxazole",6,2,8,25,"7","59"
"Klebsiella pneumoniae","Hospital","FLUOROQUINOLONES",5,3,8,38,"14","69"
"Klebsiella pneumoniae","Hospital","Ciprofloxacin",5,3,8,38,"14","69"
"Klebsiella pneumoniae","Hospital","Levofloxacin",0,0,0,NA,"NA","NA"
"Klebsiella pneumoniae","Hospital","3GC",5,3,8,38,"14","69"
"Klebsiella pneumoniae","Hospital","Cefpodoxime",0,0,0,NA,"NA","NA"
"Klebsiella pneumoniae","Hospital","Ceftriaxone",0,0,0,NA,"NA","NA"
"Klebsiella pneumoniae","Hospital","Cefotaxime",5,3,8,38,"14","69"
"Klebsiella pneumoniae","Hospital","Ceftazidime",5,3,8,38,"14","69"
"Klebsiella pneumoniae","Hospital","Cefepime",0,0,0,NA,"NA","NA"
"Klebsiella pneumoniae","Hospital","CARBAPENEMS",8,0,8,0,"0","32"
"Klebsiella pneumoniae","Hospital","Imipenem",6,0,6,0,"0","39"
"Klebsiella pneumoniae","Hospital","Meropenem",8,0,8,0,"0","32"
"Klebsiella pneumoniae","Hospital","Ertapenem",8,0,8,0,"0","32"
"Klebsiella pneumoniae","Hospital","Doripenem",0,0,0,NA,"NA","NA"
"Klebsiella pneumoniae","Hospital","Colistin",0,0,0,NA,"NA","NA"
"Pseudomonas aeruginosa","Hospital","Ceftazidime",2,0,2,0,"0","66"
"Pseudomonas aeruginosa","Hospital","Ciprofloxacin",2,0,2,0,"0","66"
"Pseudomonas aeruginosa","Hospital","Piperacillin/tazobactam",0,0,0,NA,"NA","NA"
"Pseudomonas aeruginosa","Hospital","AMINOGLYCOSIDES",2,0,2,0,"0","66"
"Pseudomonas aeruginosa","Hospital","Gentamicin",2,0,2,0,"0","66"
"Pseudomonas aeruginosa","Hospital","Amikacin",2,0,2,0,"0","66"
"Pseudomonas aeruginosa","Hospital","CARBAPENEMS",2,0,2,0,"0","66"
"Pseudomonas aeruginosa","Hospital","Imipenem",2,0,2,0,"0","66"
"Pseudomonas aeruginosa","Hospital","Meropenem",2,0,2,0,"0","66"
"Pseudomonas aeruginosa","Hospital","Doripenem",0,0,0,NA,"NA","NA"
"Pseudomonas aeruginosa","Hospital","Colistin",0,0,0,NA,"NA","NA"
"Acinetobacter spp.","Hospital","Tigecycline",0,0,0,NA,"NA","NA"
"Acinetobacter spp.","Hospital","Minocycline",0,0,0,NA,"NA","NA"
"Acinetobacter spp.","Hospital","AMINOGLYCOSIDES",11,7,18,39,"20","61"
"Acinetobacter spp.","Hospital","Gentamicin",11,7,18,39,"20","61"
"Acinetobacter spp.","Hospital","Amikacin",16,2,18,11,"3","33"
"Acinetobacter spp.","Hospital","CARBAPENEMS",12,6,18,33,"16","56"
"Acinetobacter spp.","Hospital","Imipenem",8,4,12,33,"14","61"
"Acinetobacter spp.","Hospital","Meropenem",12,6,18,33,"16","56"
"Acinetobacter spp.","Hospital","Doripenem",0,0,0,NA,"NA","NA"
"Acinetobacter spp.","Hospital","Colistin",0,0,0,NA,"NA","NA"
